,sample_id,query,expectedEntityAnnotation,expectedEntitySimpleFormat
2135,17267,"Lynn called her accountant at (303) 459-2149 to find out about how to claim her foster son on her taxes. He had been living in her home at 391 Sandalwood Drive, Los Angeles, CA 94112 for most of the year. She provided the accountant with his full name, Mark Anthony Tolentino, his SSN, 987-55-3145, and his birth date, December 8th, 2009 on the part that asked for dependents. It was a bit of a tedious process, but finally she can claim him on her taxes. He seems very happy with his new foster family.","{""utterances"": [{""utterance"": ""Lynn called her accountant at (303) 459-2149 to find out about how to claim her foster son on her taxes. He had been living in her home at 391 Sandalwood Drive, Los Angeles, CA 94112 for most of the year. She provided the accountant with his full name, Mark Anthony Tolentino, his SSN, 987-55-3145, and his birth date, December 8th, 2009 on the part that asked for dependents. It was a bit of a tedious process, but finally she can claim him on her taxes. He seems very happy with his new foster family."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 4, ""originalString"": ""Lynn"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Lynn"", ""name"": ""Lynn"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 30, ""endOffset"": 44, ""originalString"": ""(303) 459-2149"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(303) 459-2149"", ""name"": ""(303) 459-2149"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 139, ""endOffset"": 182, ""originalString"": ""391 Sandalwood Drive, Los Angeles, CA 94112"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""391 Sandalwood Drive, Los Angeles, CA 94112"", ""name"": ""391 Sandalwood Drive, Los Angeles, CA 94112"", ""entityName"": ""ADDRESS_PII""}}]}, {""beginOffset"": 199, ""endOffset"": 203, ""originalString"": ""year"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""year"", ""name"": ""year"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 253, ""endOffset"": 275, ""originalString"": ""Mark Anthony Tolentino"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Mark Anthony Tolentino"", ""name"": ""Mark Anthony Tolentino"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 286, ""endOffset"": 297, ""originalString"": ""987-55-3145"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""987-55-3145"", ""name"": ""987-55-3145"", ""entityName"": ""SSN_PII""}}]}, {""beginOffset"": 319, ""endOffset"": 337, ""originalString"": ""December 8th, 2009"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""December 8th, 2009"", ""name"": ""December 8th, 2009"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Lynn
TELEPHONE_NUMBER_PII: (303) 459-2149
ADDRESS_PII: 391 Sandalwood Drive, Los Angeles, CA 94112
DATE_TIME_PII: year
PERSON_PII: Mark Anthony Tolentino
SSN_PII: 987-55-3145
DATE_TIME_PII: December 8th, 2009"
1066,16131,"Betty, can you check in your system and confirm my passport info was saved? I entered it online, but the page crashed and now it won't load. Sure, my confirmation code is CD4DE8. Yeah, that was my worry. I didn't wanna get to the airport and not be prepared. My passport number is 66553442. Thanks very much, Betty!","{""utterances"": [{""utterance"": ""Betty, can you check in your system and confirm my passport info was saved? I entered it online, but the page crashed and now it won't load. Sure, my confirmation code is CD4DE8. Yeah, that was my worry. I didn't wanna get to the airport and not be prepared. My passport number is 66553442. Thanks very much, Betty!"", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Betty"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Betty"", ""name"": ""Betty"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 122, ""endOffset"": 125, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 281, ""endOffset"": 289, ""originalString"": ""66553442"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""66553442"", ""name"": ""66553442"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}]}]}","PERSON_PII: Betty
DATE_TIME_PII: now
PASSPORT_NUMBER_US_PII: 66553442"
255,14181,"Thanks for calling Fairways Savings and Loan sir. I see your home address here and have validated your account. You requested a small loan to cover the costs of ordering additional food for your store, and we'll be happy to arrange that. I recommend a Snap Loan that can be repaid within 14 days for the same low fee. No interest charges unless you hold the balance more than two weeks. Would two thousand be enough for your needs? Fine, the fee for that will be just $40. 

I see your account number is 135890985532, with routing 93567565, can I just confirm that? Alright then, the money is being deposited now and should be available on the next business day, Monday the 21st by noon at the latest. Give me a call if you need anything else, I'm on (228) 777-9898.","{""utterances"": [{""utterance"": ""Thanks for calling Fairways Savings and Loan sir. I see your home address here and have validated your account. You requested a small loan to cover the costs of ordering additional food for your store, and we'll be happy to arrange that. I recommend a Snap Loan that can be repaid within 14 days for the same low fee. No interest charges unless you hold the balance more than two weeks. Would two thousand be enough for your needs? Fine, the fee for that will be just $40. \n\nI see your account number is 135890985532, with routing 93567565, can I just confirm that? Alright then, the money is being deposited now and should be available on the next business day, Monday the 21st by noon at the latest. Give me a call if you need anything else, I'm on (228) 777-9898."", ""entityMatches"": [{""beginOffset"": 288, ""endOffset"": 295, ""originalString"": ""14 days"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""14 days"", ""name"": ""14 days"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 376, ""endOffset"": 385, ""originalString"": ""two weeks"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""two weeks"", ""name"": ""two weeks"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 504, ""endOffset"": 516, ""originalString"": ""135890985532"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""135890985532"", ""name"": ""135890985532"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 531, ""endOffset"": 539, ""originalString"": ""93567565"", ""matchedEntities"": [{""entityName"": ""BANK_ROUTING_PII"", ""score"": 1.0, ""value"": {""originalString"": ""93567565"", ""name"": ""93567565"", ""entityName"": ""BANK_ROUTING_PII""}}]}, {""beginOffset"": 609, ""endOffset"": 612, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 644, ""endOffset"": 686, ""originalString"": ""next business day, Monday the 21st by noon"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""next business day, Monday the 21st by noon"", ""name"": ""next business day, Monday the 21st by noon"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 751, ""endOffset"": 765, ""originalString"": ""(228) 777-9898"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(228) 777-9898"", ""name"": ""(228) 777-9898"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: 14 days
DATE_TIME_PII: two weeks
BANK_ACCOUNT_NUMBER_PII: 135890985532
BANK_ROUTING_PII: 93567565
DATE_TIME_PII: now
DATE_TIME_PII: next business day, Monday the 21st by noon
TELEPHONE_NUMBER_PII: (228) 777-9898"
3297,23859,I am Michelle Wright and I would like to apply for car insurance. My driver's license ID number is 7874672G and my car's plate number is 1BUJH79. Please help me regarding the process.,"{""utterances"": [{""utterance"": ""I am Michelle Wright and I would like to apply for car insurance. My driver's license ID number is 7874672G and my car's plate number is 1BUJH79. Please help me regarding the process."", ""entityMatches"": [{""beginOffset"": 5, ""endOffset"": 20, ""originalString"": ""Michelle Wright"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Michelle Wright"", ""name"": ""Michelle Wright"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 99, ""endOffset"": 107, ""originalString"": ""7874672G"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""7874672G"", ""name"": ""7874672G"", ""entityName"": ""DRIVER_ID_US_PII""}}]}, {""beginOffset"": 137, ""endOffset"": 144, ""originalString"": ""1BUJH79"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""1BUJH79"", ""name"": ""1BUJH79"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}]}]}","PERSON_PII: Michelle Wright
DRIVER_ID_US_PII: 7874672G
LICENSE_PLATE_NUMBER_PII: 1BUJH79"
2247,17388,"Albert has just logged in to his account recently, basically just to make sure no unauthorized transactions had posted.  This because he came by a gas station and the cashier walked away and out of site for a moment with his card on hand it.  Not long ago at the same station I had a bad experience I think it was last week In case you need it, my routin number is: 53787822.  If you need to reach him please email albercraig@yahoo.com","{""utterances"": [{""utterance"": ""Albert has just logged in to his account recently, basically just to make sure no unauthorized transactions had posted.  This because he came by a gas station and the cashier walked away and out of site for a moment with his card on hand it.  Not long ago at the same station I had a bad experience I think it was last week In case you need it, my routin number is: 53787822.  If you need to reach him please email albercraig@yahoo.com"", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 6, ""originalString"": ""Albert"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Albert"", ""name"": ""Albert"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 314, ""endOffset"": 323, ""originalString"": ""last week"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""last week"", ""name"": ""last week"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 366, ""endOffset"": 374, ""originalString"": ""53787822"", ""matchedEntities"": [{""entityName"": ""BANK_ROUTING_PII"", ""score"": 1.0, ""value"": {""originalString"": ""53787822"", ""name"": ""53787822"", ""entityName"": ""BANK_ROUTING_PII""}}]}, {""beginOffset"": 415, ""endOffset"": 435, ""originalString"": ""albercraig@yahoo.com"", ""matchedEntities"": [{""entityName"": ""EMAIL_PII"", ""score"": 1.0, ""value"": {""originalString"": ""albercraig@yahoo.com"", ""name"": ""albercraig@yahoo.com"", ""entityName"": ""EMAIL_PII""}}]}]}]}","PERSON_PII: Albert
DATE_TIME_PII: last week
BANK_ROUTING_PII: 53787822
EMAIL_PII: albercraig@yahoo.com"
57,9617,"Dear United States passport officer,

I am writing to you because I would like to apply for a new passport as I have lost my first one. During my trip back from Spain I got back home, and started to unpack when I noticed that my passport was missing. My passport number was G2789267. I have given copies to the airport, and everywhere that I went to even the taxi firm I used to get from the airport to my home.

You will find in the envelope all the supporting documents that you need for the application. I hope that you can help me get a new passport soon as I have planned a trip in the next month.

Yours sincerely,
Miss. Lola Beiber","{""utterances"": [{""utterance"": ""Dear United States passport officer,\n\nI am writing to you because I would like to apply for a new passport as I have lost my first one. During my trip back from Spain I got back home, and started to unpack when I noticed that my passport was missing. My passport number was G2789267. I have given copies to the airport, and everywhere that I went to even the taxi firm I used to get from the airport to my home.\n\nYou will find in the envelope all the supporting documents that you need for the application. I hope that you can help me get a new passport soon as I have planned a trip in the next month.\n\nYours sincerely,\nMiss. Lola Beiber"", ""entityMatches"": [{""beginOffset"": 274, ""endOffset"": 282, ""originalString"": ""G2789267"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""G2789267"", ""name"": ""G2789267"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 591, ""endOffset"": 601, ""originalString"": ""next month"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""next month"", ""name"": ""next month"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 627, ""endOffset"": 638, ""originalString"": ""Lola Beiber"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Lola Beiber"", ""name"": ""Lola Beiber"", ""entityName"": ""PERSON_PII""}}]}]}]}","PASSPORT_NUMBER_US_PII: G2789267
DATE_TIME_PII: next month
PERSON_PII: Lola Beiber"
382,14312,"We can'proceed with the purchase as the credit card is reported to be expired 22-Jul, please contact your bank to verify this information or provide a new card to proceed with the payment.","{""utterances"": [{""utterance"": ""We can'proceed with the purchase as the credit card is reported to be expired 22-Jul, please contact your bank to verify this information or provide a new card to proceed with the payment."", ""entityMatches"": [{""beginOffset"": 78, ""endOffset"": 84, ""originalString"": ""22-Jul"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""22-Jul"", ""name"": ""22-Jul"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}]}]}",CREDIT_DEBIT_EXPIRY_PII: 22-Jul
2947,22755,I used my SSN of 489-09-4433 to apply for an auto loan but this loan is not showing on my records.,"{""utterances"": [{""utterance"": ""I used my SSN of 489-09-4433 to apply for an auto loan but this loan is not showing on my records."", ""entityMatches"": [{""beginOffset"": 17, ""endOffset"": 28, ""originalString"": ""489-09-4433"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""489-09-4433"", ""name"": ""489-09-4433"", ""entityName"": ""SSN_PII""}}]}]}]}",SSN_PII: 489-09-4433
3441,24354,"Hi, my name is Emily. I want to register as a new international student in this university. This is my passport number: 6578736762.","{""utterances"": [{""utterance"": ""Hi, my name is Emily. I want to register as a new international student in this university. This is my passport number: 6578736762."", ""entityMatches"": [{""beginOffset"": 15, ""endOffset"": 20, ""originalString"": ""Emily"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Emily"", ""name"": ""Emily"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 120, ""endOffset"": 130, ""originalString"": ""6578736762"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""6578736762"", ""name"": ""6578736762"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}]}]}","PERSON_PII: Emily
PASSPORT_NUMBER_US_PII: 6578736762"
1633,16724,The insurance doesn´t cover the surgery. I will need a credit card number so I used my dad´s credit card instead of mine. His card is 3754-5544-2347-3422.,"{""utterances"": [{""utterance"": ""The insurance doesn\u00b4t cover the surgery. I will need a credit card number so I used my dad\u00b4s credit card instead of mine. His card is 3754-5544-2347-3422."", ""entityMatches"": [{""beginOffset"": 134, ""endOffset"": 153, ""originalString"": ""3754-5544-2347-3422"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""3754-5544-2347-3422"", ""name"": ""3754-5544-2347-3422"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}",CREDIT_DEBIT_NUMBER_PII: 3754-5544-2347-3422
2909,22698,"Upon request by the police, I show my driver's license number of 7874672G.","{""utterances"": [{""utterance"": ""Upon request by the police, I show my driver's license number of 7874672G."", ""entityMatches"": [{""beginOffset"": 65, ""endOffset"": 73, ""originalString"": ""7874672G"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""7874672G"", ""name"": ""7874672G"", ""entityName"": ""DRIVER_ID_US_PII""}}]}]}]}",DRIVER_ID_US_PII: 7874672G
3378,24091,"My name is Jay, and I'm looking for car insurance. The vehicle is a Ford Ranger Lariat with the license plate CFD2267. Could you please provide me with a quote?","{""utterances"": [{""utterance"": ""My name is Jay, and I'm looking for car insurance. The vehicle is a Ford Ranger Lariat with the license plate CFD2267. Could you please provide me with a quote?"", ""entityMatches"": [{""beginOffset"": 11, ""endOffset"": 14, ""originalString"": ""Jay"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jay"", ""name"": ""Jay"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 110, ""endOffset"": 117, ""originalString"": ""CFD2267"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""CFD2267"", ""name"": ""CFD2267"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}]}]}","PERSON_PII: Jay
LICENSE_PLATE_NUMBER_PII: CFD2267"
3215,23563,"I need to have my passport number 4787287898 corrected due to a spelling error in my last name, the thing is that I need to do it soon. Could we arrange an appointment for this month?","{""utterances"": [{""utterance"": ""I need to have my passport number 4787287898 corrected due to a spelling error in my last name, the thing is that I need to do it soon. Could we arrange an appointment for this month?"", ""entityMatches"": [{""beginOffset"": 34, ""endOffset"": 44, ""originalString"": ""4787287898"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""4787287898"", ""name"": ""4787287898"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 172, ""endOffset"": 182, ""originalString"": ""this month"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""this month"", ""name"": ""this month"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PASSPORT_NUMBER_US_PII: 4787287898
DATE_TIME_PII: this month"
2736,22259,Why can't I be to go inside the club and restaurant? I am of age. I even have a valid passport. You may verify it from the database. My passport number is L9044238.,"{""utterances"": [{""utterance"": ""Why can't I be to go inside the club and restaurant? I am of age. I even have a valid passport. You may verify it from the database. My passport number is L9044238."", ""entityMatches"": [{""beginOffset"": 155, ""endOffset"": 163, ""originalString"": ""L9044238"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""L9044238"", ""name"": ""L9044238"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}]}]}",PASSPORT_NUMBER_US_PII: L9044238
2561,17806,"Maria told me there was a man stalking women in this area, she also sent me his plate number - HYA8923. I hope the police catch him before he hurts someone.","{""utterances"": [{""utterance"": ""Maria told me there was a man stalking women in this area, she also sent me his plate number - HYA8923. I hope the police catch him before he hurts someone."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Maria"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Maria"", ""name"": ""Maria"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 95, ""endOffset"": 102, ""originalString"": ""HYA8923"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""HYA8923"", ""name"": ""HYA8923"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}]}]}","PERSON_PII: Maria
LICENSE_PLATE_NUMBER_PII: HYA8923"
4,9438,"Hello Mr. Denny, I'm Saavy. I wanted to convert my Gold card to a Platinum card, however my Gold card is about to expire. The expiry date is 22-June. What do I do?","{""utterances"": [{""utterance"": ""Hello Mr. Denny, I'm Saavy. I wanted to convert my Gold card to a Platinum card, however my Gold card is about to expire. The expiry date is 22-June. What do I do?"", ""entityMatches"": [{""beginOffset"": 10, ""endOffset"": 15, ""originalString"": ""Denny"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Denny"", ""name"": ""Denny"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 21, ""endOffset"": 26, ""originalString"": ""Saavy"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Saavy"", ""name"": ""Saavy"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 141, ""endOffset"": 148, ""originalString"": ""22-June"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""22-June"", ""name"": ""22-June"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}]}]}","PERSON_PII: Denny
PERSON_PII: Saavy
CREDIT_DEBIT_EXPIRY_PII: 22-June"
2506,17689,"Thank you for providing me those information ma'am, and again for your student visa validation, may I just double check your passport number which is 7835783678.","{""utterances"": [{""utterance"": ""Thank you for providing me those information ma'am, and again for your student visa validation, may I just double check your passport number which is 7835783678."", ""entityMatches"": [{""beginOffset"": 150, ""endOffset"": 160, ""originalString"": ""7835783678"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""7835783678"", ""name"": ""7835783678"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}]}]}",PASSPORT_NUMBER_US_PII: 7835783678
2021,17144,"I lost my puppy sometime last night. His name is Atila and he is a black and brown chihuahua terrier. He responds to both ""Atila"" and ""Ati."" He escaped the backyard at our home, 126 Dowling Cir, Parkville, MD, 21234, so he may be somewhere around that area. I have attached a picture below. If you have any information, please contact me at (491) 485-6817 or my brother at (491) 485-2019. We are offering a cash award of $200 to anyone that can return him to us. Please help us find our baby!","{""utterances"": [{""utterance"": ""I lost my puppy sometime last night. His name is Atila and he is a black and brown chihuahua terrier. He responds to both \""Atila\"" and \""Ati.\"" He escaped the backyard at our home, 126 Dowling Cir, Parkville, MD, 21234, so he may be somewhere around that area. I have attached a picture below. If you have any information, please contact me at (491) 485-6817 or my brother at (491) 485-2019. We are offering a cash award of $200 to anyone that can return him to us. Please help us find our baby!"", ""entityMatches"": [{""beginOffset"": 25, ""endOffset"": 35, ""originalString"": ""last night"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""last night"", ""name"": ""last night"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 178, ""endOffset"": 215, ""originalString"": ""126 Dowling Cir, Parkville, MD, 21234"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""126 Dowling Cir, Parkville, MD, 21234"", ""name"": ""126 Dowling Cir, Parkville, MD, 21234"", ""entityName"": ""ADDRESS_PII""}}]}, {""beginOffset"": 341, ""endOffset"": 355, ""originalString"": ""(491) 485-6817"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(491) 485-6817"", ""name"": ""(491) 485-6817"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 373, ""endOffset"": 387, ""originalString"": ""(491) 485-2019"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(491) 485-2019"", ""name"": ""(491) 485-2019"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: last night
ADDRESS_PII: 126 Dowling Cir, Parkville, MD, 21234
TELEPHONE_NUMBER_PII: (491) 485-6817
TELEPHONE_NUMBER_PII: (491) 485-2019"
3391,24163,"Chris, how have you been? it's been a while since the last time we met. Please bring a photocopy of your passport with the number U4267893 when you visit your grandparents. They need it as a reference for their visa application for Australia. Please don't leave it behind as they are counting on you. If you have any other questions regarding the requirements, you can call me at (239) 748-8953 after work hours or email me at jimof@gmail.com at anytime. It's going to be great to see you again.  Until then, have a good one!","{""utterances"": [{""utterance"": ""Chris, how have you been? it's been a while since the last time we met. Please bring a photocopy of your passport with the number U4267893 when you visit your grandparents. They need it as a reference for their visa application for Australia. Please don't leave it behind as they are counting on you. If you have any other questions regarding the requirements, you can call me at (239) 748-8953 after work hours or email me at jimof@gmail.com at anytime. It's going to be great to see you again.  Until then, have a good one!"", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Chris"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Chris"", ""name"": ""Chris"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 130, ""endOffset"": 138, ""originalString"": ""U4267893"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""U4267893"", ""name"": ""U4267893"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 380, ""endOffset"": 394, ""originalString"": ""(239) 748-8953"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(239) 748-8953"", ""name"": ""(239) 748-8953"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 401, ""endOffset"": 411, ""originalString"": ""work hours"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""work hours"", ""name"": ""work hours"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 427, ""endOffset"": 442, ""originalString"": ""jimof@gmail.com"", ""matchedEntities"": [{""entityName"": ""EMAIL_PII"", ""score"": 1.0, ""value"": {""originalString"": ""jimof@gmail.com"", ""name"": ""jimof@gmail.com"", ""entityName"": ""EMAIL_PII""}}]}]}]}","PERSON_PII: Chris
PASSPORT_NUMBER_US_PII: U4267893
TELEPHONE_NUMBER_PII: (239) 748-8953
DATE_TIME_PII: work hours
EMAIL_PII: jimof@gmail.com"
1364,16436,"Jason, do me a favor and call my number. No, the (582) 865-9080 number. I've looked all over this house and cannot find my phone. No, I know it's around here, somewhere, because I called my mom last night and haven't been anywhere since.","{""utterances"": [{""utterance"": ""Jason, do me a favor and call my number. No, the (582) 865-9080 number. I've looked all over this house and cannot find my phone. No, I know it's around here, somewhere, because I called my mom last night and haven't been anywhere since."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Jason"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jason"", ""name"": ""Jason"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 49, ""endOffset"": 63, ""originalString"": ""(582) 865-9080"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(582) 865-9080"", ""name"": ""(582) 865-9080"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 194, ""endOffset"": 204, ""originalString"": ""last night"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""last night"", ""name"": ""last night"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Jason
TELEPHONE_NUMBER_PII: (582) 865-9080
DATE_TIME_PII: last night"
