,sample_id,query,expectedEntityAnnotation,expectedEntitySimpleFormat
1633,23759,Alfred told me that we just need to eliminate the last three digits of swift code AIWWQING380 so the money goes to the main branch.,"{""utterances"": [{""utterance"": ""Alfred told me that we just need to eliminate the last three digits of swift code AIWWQING380 so the money goes to the main branch."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 6, ""originalString"": ""Alfred"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Alfred"", ""name"": ""Alfred"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 82, ""endOffset"": 93, ""originalString"": ""AIWWQING380"", ""matchedEntities"": [{""entityName"": ""BANK_SWIFT_PII"", ""score"": 1.0, ""value"": {""originalString"": ""AIWWQING380"", ""name"": ""AIWWQING380"", ""entityName"": ""BANK_SWIFT_PII""}}]}]}]}","PERSON_PII: Alfred
BANK_SWIFT_PII: AIWWQING380"
4,22948,"I’m so sorry that the speaker you received wasn’t what you expected. No worries, we can process a refund for you and you will receive it within 3 - 5 business days to the card that ends in 4020. We're truly sorry for what happened. You might also receive a call from one of our team at (301) 787-8567.","{""utterances"": [{""utterance"": ""I\u2019m so sorry that the speaker you received wasn\u2019t what you expected. No worries, we can process a refund for you and you will receive it within 3 - 5 business days to the card that ends in 4020. We're truly sorry for what happened. You might also receive a call from one of our team at (301) 787-8567."", ""entityMatches"": [{""beginOffset"": 144, ""endOffset"": 163, ""originalString"": ""3 - 5 business days"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""3 - 5 business days"", ""name"": ""3 - 5 business days"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 189, ""endOffset"": 193, ""originalString"": ""4020"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""4020"", ""name"": ""4020"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 286, ""endOffset"": 300, ""originalString"": ""(301) 787-8567"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(301) 787-8567"", ""name"": ""(301) 787-8567"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: 3 - 5 business days
CREDIT_DEBIT_NUMBER_PII: 4020
TELEPHONE_NUMBER_PII: (301) 787-8567"
2506,24459,"The bank account number is 579090445899, the account name is Roberto, the SWIFT code is GHUEIL58342, and the routing number is {17898673:BANK_ROUTING}. Please, let us know once you deposit the payment for the groceries so that we can deliver them to your residence. Thanks.","{""utterances"": [{""utterance"": ""The bank account number is 579090445899, the account name is Roberto, the SWIFT code is GHUEIL58342, and the routing number is {17898673:BANK_ROUTING}. Please, let us know once you deposit the payment for the groceries so that we can deliver them to your residence. Thanks."", ""entityMatches"": [{""beginOffset"": 27, ""endOffset"": 39, ""originalString"": ""579090445899"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""579090445899"", ""name"": ""579090445899"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}, {""beginOffset"": 61, ""endOffset"": 68, ""originalString"": ""Roberto"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Roberto"", ""name"": ""Roberto"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 88, ""endOffset"": 99, ""originalString"": ""GHUEIL58342"", ""matchedEntities"": [{""entityName"": ""BANK_SWIFT_PII"", ""score"": 1.0, ""value"": {""originalString"": ""GHUEIL58342"", ""name"": ""GHUEIL58342"", ""entityName"": ""BANK_SWIFT_PII""}}]}]}]}","BANK_ACCOUNT_NUMBER_PII: 579090445899
PERSON_PII: Roberto
BANK_SWIFT_PII: GHUEIL58342"
2021,22467,Could you check what happened with that wire transfer that I am expecting from account number 96680851?,"{""utterances"": [{""utterance"": ""Could you check what happened with that wire transfer that I am expecting from account number 96680851?"", ""entityMatches"": [{""beginOffset"": 94, ""endOffset"": 102, ""originalString"": ""96680851"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""96680851"", ""name"": ""96680851"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}",BANK_ACCOUNT_NUMBER_PII: 96680851
1364,24590,Please help her. The vehicle used to abduct my neighbor's child was a black Nissan with the license plate number 3WSV889.,"{""utterances"": [{""utterance"": ""Please help her. The vehicle used to abduct my neighbor's child was a black Nissan with the license plate number 3WSV889."", ""entityMatches"": [{""beginOffset"": 113, ""endOffset"": 120, ""originalString"": ""3WSV889"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""3WSV889"", ""name"": ""3WSV889"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}]}]}",LICENSE_PLATE_NUMBER_PII: 3WSV889
999,25489,Laura's New York driver's license O4763567 and license plate number 4TG890 are no longer valid now that she is a California resident.,"{""utterances"": [{""utterance"": ""Laura's New York driver's license O4763567 and license plate number 4TG890 are no longer valid now that she is a California resident."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 5, ""originalString"": ""Laura"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Laura"", ""name"": ""Laura"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 34, ""endOffset"": 42, ""originalString"": ""O4763567"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""O4763567"", ""name"": ""O4763567"", ""entityName"": ""DRIVER_ID_US_PII""}}]}, {""beginOffset"": 68, ""endOffset"": 74, ""originalString"": ""4TG890"", ""matchedEntities"": [{""entityName"": ""LICENSE_PLATE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""4TG890"", ""name"": ""4TG890"", ""entityName"": ""LICENSE_PLATE_NUMBER_PII""}}]}, {""beginOffset"": 95, ""endOffset"": 98, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Laura
DRIVER_ID_US_PII: O4763567
LICENSE_PLATE_NUMBER_PII: 4TG890
DATE_TIME_PII: now"
1332,24655,Hi. My name is Sandra Collins with Social Security number 989-33-6622. I want to register as a US voter. What are the requirements I need to submit? Thanks!,"{""utterances"": [{""utterance"": ""Hi. My name is Sandra Collins with Social Security number 989-33-6622. I want to register as a US voter. What are the requirements I need to submit? Thanks!"", ""entityMatches"": [{""beginOffset"": 15, ""endOffset"": 29, ""originalString"": ""Sandra Collins"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Sandra Collins"", ""name"": ""Sandra Collins"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 58, ""endOffset"": 69, ""originalString"": ""989-33-6622"", ""matchedEntities"": [{""entityName"": ""SSN_PII"", ""score"": 1.0, ""value"": {""originalString"": ""989-33-6622"", ""name"": ""989-33-6622"", ""entityName"": ""SSN_PII""}}]}]}]}","PERSON_PII: Sandra Collins
SSN_PII: 989-33-6622"
257,22227,"I'm sorry, ma'am, we cannot process your order because your credit card, number 5454-7788-8594-6345, is already expired.","{""utterances"": [{""utterance"": ""I'm sorry, ma'am, we cannot process your order because your credit card, number 5454-7788-8594-6345, is already expired."", ""entityMatches"": [{""beginOffset"": 80, ""endOffset"": 99, ""originalString"": ""5454-7788-8594-6345"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5454-7788-8594-6345"", ""name"": ""5454-7788-8594-6345"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}",CREDIT_DEBIT_NUMBER_PII: 5454-7788-8594-6345
782,17757,"I am looking to hire a new cleaning lady for my house. The old one usually came between 1 and 2 pm, Monday through Friday. We would like to stick to that time frame if that works for you. My telephone number is (505) 367-0908, and my email is girly@hotmail.com, if you would like to send me an email or call me regarding the job. I look forward to hearing from you.","{""utterances"": [{""utterance"": ""I am looking to hire a new cleaning lady for my house. The old one usually came between 1 and 2 pm, Monday through Friday. We would like to stick to that time frame if that works for you. My telephone number is (505) 367-0908, and my email is girly@hotmail.com, if you would like to send me an email or call me regarding the job. I look forward to hearing from you."", ""entityMatches"": [{""beginOffset"": 88, ""endOffset"": 121, ""originalString"": ""1 and 2 pm, Monday through Friday"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""1 and 2 pm, Monday through Friday"", ""name"": ""1 and 2 pm, Monday through Friday"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 211, ""endOffset"": 225, ""originalString"": ""(505) 367-0908"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(505) 367-0908"", ""name"": ""(505) 367-0908"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 243, ""endOffset"": 260, ""originalString"": ""girly@hotmail.com"", ""matchedEntities"": [{""entityName"": ""EMAIL_PII"", ""score"": 1.0, ""value"": {""originalString"": ""girly@hotmail.com"", ""name"": ""girly@hotmail.com"", ""entityName"": ""EMAIL_PII""}}]}]}]}","DATE_TIME_PII: 1 and 2 pm, Monday through Friday
TELEPHONE_NUMBER_PII: (505) 367-0908
EMAIL_PII: girly@hotmail.com"
2324,25592,"""Q2768376 is my passport id number,"" she said softly to the registar. Cassiel is a shy but intelligent student on our campus. She is a transferee from another country. Because of her shyness, everyone at school frequently approaches her.  However, as the school year came to an end, she became friends with the school registar, who advised her to be more confident in her interactions with others.","{""utterances"": [{""utterance"": ""\""Q2768376 is my passport id number,\"" she said softly to the registar. Cassiel is a shy but intelligent student on our campus. She is a transferee from another country. Because of her\u00a0shyness, everyone at school frequently approaches her.\u00a0 However, as the school year came to an end, she became friends with the school registar, who advised her\u00a0to be more confident in her\u00a0interactions with others."", ""entityMatches"": [{""beginOffset"": 1, ""endOffset"": 9, ""originalString"": ""Q2768376"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Q2768376"", ""name"": ""Q2768376"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 70, ""endOffset"": 77, ""originalString"": ""Cassiel"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Cassiel"", ""name"": ""Cassiel"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 262, ""endOffset"": 266, ""originalString"": ""year"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""year"", ""name"": ""year"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PASSPORT_NUMBER_US_PII: Q2768376
PERSON_PII: Cassiel
DATE_TIME_PII: year"
908,25695,"My softball team is having a bake sale on Saturday, September 2. If you could donate cookies or even just money that would be such a great help for us. The shared bank account number is 22710617. Thank you in advance for anything that you can give to us.","{""utterances"": [{""utterance"": ""My softball team is having a bake sale on Saturday, September 2. If you could donate cookies or even just money that would be such a great help for us. The shared bank account number is 22710617. Thank you in advance for anything that you can give to us."", ""entityMatches"": [{""beginOffset"": 42, ""endOffset"": 63, ""originalString"": ""Saturday, September 2"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Saturday, September 2"", ""name"": ""Saturday, September 2"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 186, ""endOffset"": 194, ""originalString"": ""22710617"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""22710617"", ""name"": ""22710617"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: Saturday, September 2
BANK_ACCOUNT_NUMBER_PII: 22710617"
977,25554,"Do you have another document besides this passport number 2666787874? Your driver's license for instance?
Yes, My license is Q18798728. Is there any issue?","{""utterances"": [{""utterance"": ""Do you have another document besides this passport number 2666787874? Your driver's license for instance?\nYes, My license is Q18798728. Is there any issue?"", ""entityMatches"": [{""beginOffset"": 58, ""endOffset"": 68, ""originalString"": ""2666787874"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""2666787874"", ""name"": ""2666787874"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 125, ""endOffset"": 134, ""originalString"": ""Q18798728"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Q18798728"", ""name"": ""Q18798728"", ""entityName"": ""DRIVER_ID_US_PII""}}]}]}]}","PASSPORT_NUMBER_US_PII: 2666787874
DRIVER_ID_US_PII: Q18798728"
583,24817,Carlie showed the custom's agent her passport with ID number Z8798784 when she was trying to cross the Canadian border just for the day.,"{""utterances"": [{""utterance"": ""Carlie showed the custom's agent her passport with ID number Z8798784 when she was trying to cross the Canadian border just for the day."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 6, ""originalString"": ""Carlie"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Carlie"", ""name"": ""Carlie"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 61, ""endOffset"": 69, ""originalString"": ""Z8798784"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Z8798784"", ""name"": ""Z8798784"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 132, ""endOffset"": 135, ""originalString"": ""day"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""day"", ""name"": ""day"", ""entityName"": ""DATE_TIME_PII""}}]}]}]}","PERSON_PII: Carlie
PASSPORT_NUMBER_US_PII: Z8798784
DATE_TIME_PII: day"
2224,17739,"My name is May. I was trying to make a payment for a yearly subscription. However, your website is not registering my payment info. My Visa credit card is expiring in Jul 2023. But it worked with my Mastercard credit card. Is it because of the credit card's expiration date?","{""utterances"": [{""utterance"": ""My name is May. I was trying to make a payment for a yearly subscription. However, your website is not registering my payment info. My Visa credit card is expiring in Jul 2023. But it worked with my Mastercard credit card. Is it because of the credit card's expiration date?"", ""entityMatches"": [{""beginOffset"": 11, ""endOffset"": 14, ""originalString"": ""May"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""May"", ""name"": ""May"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 53, ""endOffset"": 59, ""originalString"": ""yearly"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""yearly"", ""name"": ""yearly"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 167, ""endOffset"": 175, ""originalString"": ""Jul 2023"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jul 2023"", ""name"": ""Jul 2023"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}]}]}","PERSON_PII: May
DATE_TIME_PII: yearly
CREDIT_DEBIT_EXPIRY_PII: Jul 2023"
1834,23135,Good afternoon. I would like to confirm that I paid my groceries online for delivery thru my bank account. My bank account number is 50142794.,"{""utterances"": [{""utterance"": ""Good afternoon. I would like to confirm that I paid my groceries online for delivery thru my bank account. My bank account number is 50142794."", ""entityMatches"": [{""beginOffset"": 133, ""endOffset"": 141, ""originalString"": ""50142794"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""50142794"", ""name"": ""50142794"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}",BANK_ACCOUNT_NUMBER_PII: 50142794
373,24631,"This is your first time here?
Yes, sir.
Have you rented a car before in this office?
No, the first time. Here is my passport number 6578736762, can I rent a car with this document?
Yes, do you have your credit card number?
Yes, it is 3477-6345-8231-8094.
Perfect, give me a second, I'll be right back.","{""utterances"": [{""utterance"": ""This is your first time here?\nYes, sir.\nHave you rented a car before in this office?\nNo, the first time. Here is my passport number 6578736762, can I rent a car with this document?\nYes, do you have your credit card number?\nYes, it is 3477-6345-8231-8094.\nPerfect, give me a second, I'll be right back."", ""entityMatches"": [{""beginOffset"": 132, ""endOffset"": 142, ""originalString"": ""6578736762"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""6578736762"", ""name"": ""6578736762"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}, {""beginOffset"": 234, ""endOffset"": 253, ""originalString"": ""3477-6345-8231-8094"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""3477-6345-8231-8094"", ""name"": ""3477-6345-8231-8094"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}","PASSPORT_NUMBER_US_PII: 6578736762
CREDIT_DEBIT_NUMBER_PII: 3477-6345-8231-8094"
329,25247,"I would like to order a bucket of fries, a slice of pizza, and 3 bottles of beer, please. No, I'm not a minor. In fact I'm already 23 years old. Here is my driver's license number O4763567 for your reference. I would also like to pay thru credit card since I wasn't able to withdraw some cash earlier. Here is my card number 5478-4343-8893-7212. Thank you!","{""utterances"": [{""utterance"": ""I would like to order a bucket of fries, a slice of pizza, and 3 bottles of beer, please. No, I'm not a minor. In fact I'm already 23 years old. Here is my driver's license number O4763567 for your reference. I would also like to pay thru credit card since I wasn't able to withdraw some cash earlier. Here is my card number 5478-4343-8893-7212. Thank you!"", ""entityMatches"": [{""beginOffset"": 131, ""endOffset"": 139, ""originalString"": ""23 years"", ""matchedEntities"": [{""entityName"": ""AGE_PII"", ""score"": 1.0, ""value"": {""originalString"": ""23 years"", ""name"": ""23 years"", ""entityName"": ""AGE_PII""}}]}, {""beginOffset"": 180, ""endOffset"": 188, ""originalString"": ""O4763567"", ""matchedEntities"": [{""entityName"": ""DRIVER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""O4763567"", ""name"": ""O4763567"", ""entityName"": ""DRIVER_ID_US_PII""}}]}, {""beginOffset"": 325, ""endOffset"": 344, ""originalString"": ""5478-4343-8893-7212"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5478-4343-8893-7212"", ""name"": ""5478-4343-8893-7212"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}]}]}","AGE_PII: 23 years
DRIVER_ID_US_PII: O4763567
CREDIT_DEBIT_NUMBER_PII: 5478-4343-8893-7212"
1310,24690,"Hello Fatima, Mr. Fadel requires a flight to New York tonight, and I would be grateful if you could make that happen. For your convenience, I've included the passport information 68980984.","{""utterances"": [{""utterance"": ""Hello Fatima, Mr. Fadel requires a flight to New York tonight, and I would be grateful if you could make that happen. For your convenience, I've included the passport information 68980984."", ""entityMatches"": [{""beginOffset"": 6, ""endOffset"": 12, ""originalString"": ""Fatima"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Fatima"", ""name"": ""Fatima"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 18, ""endOffset"": 23, ""originalString"": ""Fadel"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Fadel"", ""name"": ""Fadel"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 54, ""endOffset"": 61, ""originalString"": ""tonight"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""tonight"", ""name"": ""tonight"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 179, ""endOffset"": 187, ""originalString"": ""68980984"", ""matchedEntities"": [{""entityName"": ""PASSPORT_NUMBER_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""68980984"", ""name"": ""68980984"", ""entityName"": ""PASSPORT_NUMBER_US_PII""}}]}]}]}","PERSON_PII: Fatima
PERSON_PII: Fadel
DATE_TIME_PII: tonight
PASSPORT_NUMBER_US_PII: 68980984"
2080,22232,"I called your office 2 weeks ago to report about the poor internet signal in my area. But up to now, your office has not contacted me. Please do something about it. My telephone number is (385) 398-4789.
I look forward to your call or reply and resolution of my concerns.","{""utterances"": [{""utterance"": ""I called your office 2 weeks ago to report about the poor internet signal in my area. But up to now, your office has not contacted me. Please do something about it. My telephone number is (385) 398-4789.\nI look forward to your call or reply and resolution of my concerns."", ""entityMatches"": [{""beginOffset"": 21, ""endOffset"": 28, ""originalString"": ""2 weeks"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""2 weeks"", ""name"": ""2 weeks"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 96, ""endOffset"": 99, ""originalString"": ""now"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""now"", ""name"": ""now"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 188, ""endOffset"": 202, ""originalString"": ""(385) 398-4789"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(385) 398-4789"", ""name"": ""(385) 398-4789"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: 2 weeks
DATE_TIME_PII: now
TELEPHONE_NUMBER_PII: (385) 398-4789"
2004,22522,"Next time you want to come by Steve, call me first on my new phone (582) 488-2543 to make sure I'm home.","{""utterances"": [{""utterance"": ""Next time you want to come by Steve, call me first on my new phone (582) 488-2543 to make sure I'm home."", ""entityMatches"": [{""beginOffset"": 30, ""endOffset"": 35, ""originalString"": ""Steve"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Steve"", ""name"": ""Steve"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 67, ""endOffset"": 81, ""originalString"": ""(582) 488-2543"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(582) 488-2543"", ""name"": ""(582) 488-2543"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}]}]}","PERSON_PII: Steve
TELEPHONE_NUMBER_PII: (582) 488-2543"
446,23732,"Jennifer needed to order several grocery items for her parents’ anniversary. Based on her research, she found she could order all the items from one online store and have the grocery items delivered to her sister's house for the party. After adding all of the items to the shopping cart, she entered her credit card number, 5454-7788-8594-6345, credit card expiration date, Dec/27, telephone number, (323) 566-2121, her sister's street address, 104 Elm Avenue, and her sister's city, state and zip, Ellisville, MO 63011.","{""utterances"": [{""utterance"": ""Jennifer needed to order several grocery items for her parents\u2019 anniversary. Based on her research, she found she could order all the items from one online store and have the grocery items delivered to her sister's house for the party. After adding all of the items to the shopping cart, she entered her credit card number, 5454-7788-8594-6345, credit card expiration date, Dec/27, telephone number, (323) 566-2121, her sister's street address, 104 Elm Avenue, and her sister's city, state and zip, Ellisville, MO 63011."", ""entityMatches"": [{""beginOffset"": 0, ""endOffset"": 8, ""originalString"": ""Jennifer"", ""matchedEntities"": [{""entityName"": ""PERSON_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Jennifer"", ""name"": ""Jennifer"", ""entityName"": ""PERSON_PII""}}]}, {""beginOffset"": 324, ""endOffset"": 343, ""originalString"": ""5454-7788-8594-6345"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""5454-7788-8594-6345"", ""name"": ""5454-7788-8594-6345"", ""entityName"": ""CREDIT_DEBIT_NUMBER_PII""}}]}, {""beginOffset"": 374, ""endOffset"": 380, ""originalString"": ""Dec/27"", ""matchedEntities"": [{""entityName"": ""CREDIT_DEBIT_EXPIRY_PII"", ""score"": 1.0, ""value"": {""originalString"": ""Dec/27"", ""name"": ""Dec/27"", ""entityName"": ""CREDIT_DEBIT_EXPIRY_PII""}}]}, {""beginOffset"": 400, ""endOffset"": 414, ""originalString"": ""(323) 566-2121"", ""matchedEntities"": [{""entityName"": ""TELEPHONE_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""(323) 566-2121"", ""name"": ""(323) 566-2121"", ""entityName"": ""TELEPHONE_NUMBER_PII""}}]}, {""beginOffset"": 445, ""endOffset"": 459, ""originalString"": ""104 Elm Avenue"", ""matchedEntities"": [{""entityName"": ""ADDRESS_PII"", ""score"": 1.0, ""value"": {""originalString"": ""104 Elm Avenue"", ""name"": ""104 Elm Avenue"", ""entityName"": ""ADDRESS_PII""}}]}]}]}","PERSON_PII: Jennifer
CREDIT_DEBIT_NUMBER_PII: 5454-7788-8594-6345
CREDIT_DEBIT_EXPIRY_PII: Dec/27
TELEPHONE_NUMBER_PII: (323) 566-2121
ADDRESS_PII: 104 Elm Avenue"
1234,24878,It has been 2 years since I deposited funds in my savings account so I want to have it checked if I can still use it. Can you please check. This is my bank account number 35674522.,"{""utterances"": [{""utterance"": ""It has been 2 years since I deposited funds in my savings account so I want to have it checked if I can still use it. Can you please check. This is my bank account number 35674522."", ""entityMatches"": [{""beginOffset"": 12, ""endOffset"": 19, ""originalString"": ""2 years"", ""matchedEntities"": [{""entityName"": ""DATE_TIME_PII"", ""score"": 1.0, ""value"": {""originalString"": ""2 years"", ""name"": ""2 years"", ""entityName"": ""DATE_TIME_PII""}}]}, {""beginOffset"": 171, ""endOffset"": 179, ""originalString"": ""35674522"", ""matchedEntities"": [{""entityName"": ""BANK_ACCOUNT_NUMBER_PII"", ""score"": 1.0, ""value"": {""originalString"": ""35674522"", ""name"": ""35674522"", ""entityName"": ""BANK_ACCOUNT_NUMBER_PII""}}]}]}]}","DATE_TIME_PII: 2 years
BANK_ACCOUNT_NUMBER_PII: 35674522"
2257,25619,"My business is legit and I pay taxes. It is true that I'm living in the United Sates and I don't have a social security number. But I do file tax returns to the IRS. Thus, I have ITIN for this purpose. This is as good as a SSN. Or they say it is an alternative.
Here's my Individual Taxpayer Identification Number, 578-60-7482.","{""utterances"": [{""utterance"": ""My business is legit and I pay taxes. It is true that I'm living in the United Sates and I don't have a social security number. But I do file tax returns to the IRS. Thus, I have ITIN for this purpose. This is as good as a SSN. Or they say it is an alternative.\nHere's my Individual Taxpayer Identification Number, 578-60-7482."", ""entityMatches"": [{""beginOffset"": 315, ""endOffset"": 326, ""originalString"": ""578-60-7482"", ""matchedEntities"": [{""entityName"": ""TAXPAYER_ID_US_PII"", ""score"": 1.0, ""value"": {""originalString"": ""578-60-7482"", ""name"": ""578-60-7482"", ""entityName"": ""TAXPAYER_ID_US_PII""}}]}]}]}",TAXPAYER_ID_US_PII: 578-60-7482
